gene_ID	Description/PFAM
Ga0573226_01_3648054_3648836	ECH_1
Ga0573226_01_3648836_3650863	ATPgrasp_5
Ga0573226_01_3650867_3652027	AcylCoA_dh_1
Ga0573226_01_3652147_3653046	DJ1_PfpI
Ga0573226_01_3653622_3654356	HTH_3
Ga0573226_01_3656349_3656642	
Ga0573226_01_3656670_3657206	Acetyltransf_1
Ga0573226_01_3657203_3658426	
Ga0573226_01_3658501_3659028	Collar
Ga0573226_01_3659038_3659556	Collar
Ga0573226_01_3659568_3660083	Collar
Ga0573226_01_3660631_3665883	Autotransporter
Ga0573226_01_3667042_3668622	Terminase_6
Ga0573226_01_3669169_3670953	Radical_SAM
Ga0573226_01_3671094_3672032	DJ1_PfpI
Ga0573226_01_3672169_3672567	Rhodanese
Ga0573226_01_3675906_3677612	Headtail_con
Ga0573226_01_3677916_3678791	
Ga0573226_01_3679616_3680518	Amidase_3
Ga0573226_01_3680695_3681732	
Ga0573226_01_3682775_3685207	GO:0005623
Ga0573226_01_3685210_3685710	GO:0005623
Ga0573226_01_3687345_3689318	DUF3300
Ga0573226_01_3689520_3690254	TylF
Ga0573226_01_3690541_3691005	Phage_lysozyme
Ga0573226_01_3692010_3692609	Flavodoxin_2
Ga0573226_01_3693358_3694503	DUF2336
Ga0573226_01_3694510_3695136	LysE
Ga0573226_01_3695228_3696004	Extensinlike_C
Ga0573226_01_3696076_3697296	Orn_Arg_deC_N
Ga0573226_01_3697393_3697827	BA14K
Ga0573226_01_3697990_3698790	DUF2470
Ga0573226_01_3699130_3699750	DUF1062
Ga0573226_01_3699787_3700686	GGDEF
Ga0573226_01_3700966_3702720	CHASE3
Ga0573226_01_3703016_3706606	Hydant_A_N
Ga0573226_01_3706918_3708372	PMT_2
Ga0573226_01_3708592_3709587	DctP
Ga0573226_01_3709865_3710422	DctQ
Ga0573226_01_3710422_3711726	DctM
Ga0573226_01_3711849_3712385	HTH_27
Ga0573226_01_3712449_3713213	GO:0003674
Ga0573226_01_3713206_3713946	FMN_red
Ga0573226_01_3713959_3716178	EAL
Ga0573226_01_3716422_3717114	GO:0003674
Ga0573226_01_3717111_3717881	Amidase_2
Ga0573226_01_3718255_3718938	SLT
Ga0573226_01_3719026_3719700	Pyridox_ox_2
Ga0573226_01_3719783_3721255	Aminotran_1_2
Ga0573226_01_3721346_3723031	CHASE3
Ga0573226_01_3723043_3723645	
Ga0573226_01_3723973_3724782	adh_short
Ga0573226_01_3724779_3725417	cNMP_binding
Ga0573226_01_3725476_3726204	adh_short
Ga0573226_01_3726726_3728213	FMOlike
Ga0573226_01_3728241_3728687	Cupin_2
Ga0573226_01_3728851_3729849	AraC_binding_2
Ga0573226_01_3730047_3732641	HemolysinCabind
Ga0573226_01_3733314_3733781	GO:0001510
Ga0573226_01_3733778_3734818	Methyltransf_5
Ga0573226_01_3734821_3735174	
Ga0573226_01_3735185_3736897	PBP_dimer
Ga0573226_01_3736995_3738464	Mur_ligase
Ga0573226_01_3738461_3739891	Mur_ligase
Ga0573226_01_3739902_3740987	Glycos_transf_4
Ga0573226_01_3740991_3742391	Mur_ligase_C
Ga0573226_01_3742393_3743550	FTSW_RODA_SPOVE
Ga0573226_01_3743567_3744673	Glyco_tran_28_C
Ga0573226_01_3744670_3746070	Mur_ligase
Ga0573226_01_3746083_3747054	FAD_binding_4
Ga0573226_01_3747055_3747981	Dala_Dala_lig_C
Ga0573226_01_3747969_3748883	FtsQ
Ga0573226_01_3748880_3750202	FtsA
Ga0573226_01_3750207_3752078	FtsZ_C
Ga0573226_01_3752337_3753281	LpxC
Ga0573226_01_3753507_3754355	YfiO
Ga0573226_01_3754475_3756142	SMC_N
Ga0573226_01_3756547_3758754	BRCT
Ga0573226_01_3758820_3760427	FAD_binding_3
Ga0573226_01_3760546_3762984	UvrDhelicase
Ga0573226_01_3763026_3763592	TPR_19
Ga0573226_01_3763734_3764624	PrmA
Ga0573226_01_3764790_3764993	
Ga0573226_01_3765207_3767057	Creatinase_N
Ga0573226_01_3767132_3768166	PhyH
Ga0573226_01_3768488_3770131	Voltage_CLC
Ga0573226_01_3770254_3770748	GO:0003824
Ga0573226_01_3770877_3772301	FADoxidase_C
Ga0573226_01_3772495_3776337	AsmA
Ga0573226_01_3776346_3776567	RHH_4
Ga0573226_01_3776574_3776783	DUF4169
Ga0573226_01_3776811_3777389	SspB
Ga0573226_01_3778087_3778881	Thymidylat_synt
Ga0573226_01_3778895_3780283	Cuoxidase
Ga0573226_01_3780445_3781515	Betalactamase
Ga0573226_01_3781883_3783232	Glyco_hydro_1
Ga0573226_01_3783293_3783973	DUF2461
Ga0573226_01_3783970_3784344	TfoX_N
Ga0573226_01_3784506_3785027	GO:0003824
Ga0573226_01_3785017_3785499	Acetyltransf_10
Ga0573226_01_3785728_3786915	Band_7
Ga0573226_01_3786918_3787850	Band_7
Ga0573226_01_3787847_3788032	GO:0003824
Ga0573226_01_3788176_3789663	PDZ
Ga0573226_01_3789894_3790784	GO:0003824
Ga0573226_01_3790795_3791733	IPPT
Ga0573226_01_3791942_3792481	Acetyltransf_3
Ga0573226_01_3792676_3794529	TPR_16
Ga0573226_01_3795241_3795642	DUF4150
Ga0573226_01_3801411_3802967	HMGLlike
Ga0573226_01_3803410_3804117	DUF899
Ga0573226_01_3804505_3804996	AHSA1
Ga0573226_01_3804993_3805331	HTH_20
Ga0573226_01_3805475_3806122	GST_C
Ga0573226_01_3806179_3807090	PhzCPhzF
Ga0573226_01_3807333_3808484	Acetyltransf_10
Ga0573226_01_3808558_3809460	GO:0005623
Ga0573226_01_3809701_3810624	ABC_tran
Ga0573226_01_3810629_3811105	GO:0005623
Ga0573226_01_3811124_3811885	ABC2_membrane
Ga0573226_01_3811914_3812804	Peptidase_S11
Ga0573226_01_3812841_3813986	GGDEF
Ga0573226_01_3816130_3817149	IlvC
Ga0573226_01_3817251_3817901	TetR_C_7
Ga0573226_01_3818179_3818619	YkuD
Ga0573226_01_3821745_3822644	HTH_1
Ga0573226_01_3822813_3823943	DUF971
Ga0573226_01_3823940_3824707	Aldolase_II
Ga0573226_01_3825324_3825917	DJ1_PfpI
Ga0573226_01_3826231_3826581	GO:0016020
Ga0573226_01_3827471_3829225	GO:0005575
Ga0573226_01_3829547_3831139	MdoG
Ga0573226_01_3831342_3832436	DAO
Ga0573226_01_3832677_3834161	Amidase
Ga0573226_01_3834165_3834650	Acetyltransf_1
Ga0573226_01_3834668_3834955	GlutRNAGln
Ga0573226_01_3835127_3835711	TetR_C_11
Ga0573226_01_3835866_3836360	YHS
Ga0573226_01_3836747_3837544	FAD_binding_9
Ga0573226_01_3838101_3838715	LprI
Ga0573226_01_3839368_3840384	PALP
Ga0573226_01_3840541_3841005	AsnC_trans_reg
Ga0573226_01_3841002_3841541	FMN_red
Ga0573226_01_3841608_3842231	LysE
Ga0573226_01_3842292_3842876	HD_3
Ga0573226_01_3842877_3843626	PdxJ
Ga0573226_01_3843778_3844953	Aminotran_1_2
Ga0573226_01_3844958_3845620	TetR_C_6
Ga0573226_01_3845675_3846631	2Hacid_dh_C
Ga0573226_01_3846818_3847579	Aldolase_II
Ga0573226_01_3848524_3849453	Aminotran_1_2
Ga0573226_01_3849463_3850023	DUF4166
Ga0573226_01_3850013_3850465	DUF393
Ga0573226_01_3850559_3851044	Acetyltransf_3
Ga0573226_01_3851438_3852697	GGDEF
Ga0573226_01_3853210_3854271	Sacchrp_dh_C
Ga0573226_01_3854501_3854923	AsnC_trans_reg
Ga0573226_01_3856162_3856686	HD
Ga0573226_01_3858151_3858882	
Ga0573226_01_3859517_3859978	Glyoxalase
Ga0573226_01_3859975_3860868	HTH_1
Ga0573226_01_3860957_3861919	CN_hydrolase
Ga0573226_01_3862205_3863191	Glucokinase
Ga0573226_01_3863272_3864879	BTAD
Ga0573226_01_3865029_3865253	GO:0003824
Ga0573226_01_3865332_3866576	2Hacid_dh
Ga0573226_01_3866720_3867052	HTH_20
Ga0573226_01_3867110_3867556	AHSA1
Ga0573226_01_3867553_3868038	AHSA1
Ga0573226_01_3868328_3869152	Acetyltransf_2
Ga0573226_01_3869236_3870186	DEDD_Tnp_IS110
Ga0573226_01_3870845_3871417	ACT
Ga0573226_01_3871444_3873219	TPP_enzyme_C
Ga0573226_01_3875826_3876776	DEDD_Tnp_IS110
Ga0573226_01_3876993_3878006	FBPase
Ga0573226_01_3878015_3879340	2CSK_N
Ga0573226_01_3879337_3880056	Response_reg
Ga0573226_01_3880205_3880666	DUF2271
Ga0573226_01_3880682_3882883	FAD_binding_1
Ga0573226_01_3882883_3883875	ApbE
Ga0573226_01_3883900_3885177	MCD
Ga0573226_01_3885973_3887307	MCPsignal
Ga0573226_01_3887282_3887809	PAS
Ga0573226_01_3888148_3888975	Rhodanese
Ga0573226_01_3889105_3889692	GO:0001067
Ga0573226_01_3890010_3890909	HTH_1
Ga0573226_01_3891016_3891444	DoxX
Ga0573226_01_3891496_3892497	GST_C_2
Ga0573226_01_3892486_3893376	SGL
Ga0573226_01_3894071_3894541	AsnC_trans_reg
Ga0573226_01_3894724_3895863	AlaDh_PNT_C
Ga0573226_01_3896982_3897254	Glyzipper_Omp
Ga0573226_01_3897610_3897879	Glyzipper_Omp
Ga0573226_01_3897928_3898197	Glyzipper_Omp
Ga0573226_01_3898461_3898730	GO:0005622
Ga0573226_01_3898964_3900586	PGI
Ga0573226_01_3900739_3901530	CdCA1
Ga0573226_01_3901832_3902455	GO:0005622
Ga0573226_01_3902486_3903124	GO:0003824
Ga0573226_01_3903149_3904969	ILVD_EDD
Ga0573226_01_3905105_3906580	G6PD_C
Ga0573226_01_3906694_3907641	PfkB
Ga0573226_01_3907724_3908497	ABC_tran
Ga0573226_01_3908497_3909630	BPD_transp_2
Ga0573226_01_3909661_3910677	Peripla_BP_4
Ga0573226_01_3910704_3912026	HTH_27
Ga0573226_01_3912499_3914220	Adenine_deam_C
Ga0573226_01_3914875_3916032	AAA_15
Ga0573226_01_3916337_3918007	AMPbinding
Ga0573226_01_3918251_3919231	EamA
Ga0573226_01_3919432_3920019	Glyoxalase
Ga0573226_01_3920153_3920626	Zn_protease
Ga0573226_01_3920711_3921616	RimK
Ga0573226_01_3921613_3922674	AstE_AspA
Ga0573226_01_3922733_3925108	GO:0005215
Ga0573226_01_3925185_3926198	SbmA_BacA
Ga0573226_01_3926556_3927557	EamA
Ga0573226_01_3927587_3928000	Peptidase_C14
Ga0573226_01_3928038_3928274	AsnC_trans_reg
Ga0573226_01_3928361_3929281	HK
Ga0573226_01_3929316_3930122	Phos_pyr_kin
Ga0573226_01_3930124_3931227	DctP
Ga0573226_01_3931806_3933068	Toluene_X
Ga0573226_01_3939345_3940124	adh_short_C2
Ga0573226_01_3940272_3941075	Metallophos
Ga0573226_01_3941072_3942121	GO:0003674
Ga0573226_01_3942322_3943323	PALP
Ga0573226_01_3943737_3944954	CheZ
Ga0573226_01_3945076_3946242	GO:0003824
Ga0573226_01_3949336_3950319	MR_MLE_C
Ga0573226_01_3950316_3951329	DUF1611
Ga0573226_01_3951453_3952601	MlaE
Ga0573226_01_3952610_3953419	ABC_tran
Ga0573226_01_3953430_3955424	MlaD
Ga0573226_01_3955452_3956057	GO:0005623
Ga0573226_01_3956062_3957336	MFS_1
Ga0573226_01_3957333_3958010	FCD
Ga0573226_01_3958109_3959416	DctM
Ga0573226_01_3959421_3959930	DctQ
Ga0573226_01_3959933_3960961	DctP
Ga0573226_01_3961125_3961658	MarR
Ga0573226_01_3961881_3962183	GIYYIG
Ga0573226_01_3962449_3967944	Apolipoprotein
Ga0573226_01_3968222_3968536	
Ga0573226_01_3968789_3969151	Hpt
Ga0573226_01_3969268_3969588	Fer2
Ga0573226_01_3969765_3970991	MFS_1
Ga0573226_01_3971634_3971831	HTH_3
Ga0573226_01_3971882_3972706	AraC_binding
Ga0573226_01_3972775_3973203	Usp
Ga0573226_01_3973555_3973782	
Ga0573226_01_3973920_3975095	VWA_CoxE
Ga0573226_01_3975179_3978271	GO:0005623
Ga0573226_01_3978426_3979472	DUF697
Ga0573226_01_3979469_3980962	DUF463
Ga0573226_01_3981036_3981560	His_Phos_1
Ga0573226_01_3981624_3982169	
Ga0573226_01_3982187_3983032	AAA
Ga0573226_01_3983341_3984729	FlaE
Ga0573226_01_3984803_3986656	Flg_bb_rod
Ga0573226_01_3986671_3988206	Flagellin_C
Ga0573226_01_3988302_3988604	FlaF
Ga0573226_01_3988567_3989064	FlbT
Ga0573226_01_3989156_3990649	Flagellin_C
Ga0573226_01_3990939_3992441	Flagellin_C
Ga0573226_01_3992998_3994500	Flagellin_C
Ga0573226_01_3995646_3996035	
Ga0573226_01_3996298_3996792	
Ga0573226_01_3996789_3997112	GO:0005623
Ga0573226_01_3997112_3998254	GO:0005623
Ga0573226_01_3998570_3998989	FliX
Ga0573226_01_3999155_3999571	GO:0005623
Ga0573226_01_3999851_4001833	5_nucleotid_C
Ga0573226_01_4001939_4002745	SLT_2
Ga0573226_01_4002960_4003721	Flavodoxin_2
Ga0573226_01_4003903_4004652	FlgH
Ga0573226_01_4004652_4005635	ChapFlgA
Ga0573226_01_4005652_4006434	Flg_bb_rod
Ga0573226_01_4006457_4007197	Flg_bb_rod
Ga0573226_01_4007481_4007993	FliL
Ga0573226_01_4008002_4009243	FliM
Ga0573226_01_4009240_4009833	
Ga0573226_01_4009830_4010564	MgtE_N
Ga0573226_01_4010658_4015007	
Ga0573226_01_4015321_4016394	DUF2336
Ga0573226_01_4016501_4017268	FliP
Ga0573226_01_4017268_4018980	FliO
Ga0573226_01_4019390_4019806	Flg_bb_rod
Ga0573226_01_4019839_4020249	Flg_bb_rod
Ga0573226_01_4020280_4020594	FliE
Ga0573226_01_4020619_4020885	Bac_export_3
Ga0573226_01_4020899_4021672	Bac_export_1
Ga0573226_01_4021682_4022761	Bac_export_2
Ga0573226_01_4023178_4025730	HATPase_c
Ga0573226_01_4025784_4026119	Cupin_2
Ga0573226_01_4026303_4027121	Chrome_Resist
Ga0573226_01_4027090_4028460	Chromate_transp
Ga0573226_01_4028540_4029280	Abhydrolase_1
Ga0573226_01_4029277_4030080	HpcH_HpaI
Ga0573226_01_4030074_4030919	MaoC_dehydrat_N
Ga0573226_01_4030921_4032018	CoA_transf_3
Ga0573226_01_4032018_4033178	AcylCoA_dh_1
Ga0573226_01_4033304_4034230	HTH_1
Ga0573226_01_4034234_4035205	HTH_1
Ga0573226_01_4035301_4036878	MTTB
Ga0573226_01_4037129_4037860	Trypsin_2
Ga0573226_01_4037876_4038502	DUF1287
Ga0573226_01_4038688_4040217	GGDEF
Ga0573226_01_4040256_4041059	Methyltransf_11
Ga0573226_01_4041183_4041956	HxlR
Ga0573226_01_4042182_4042832	Putative_PNPOx
Ga0573226_01_4042854_4043897	PALP
Ga0573226_01_4043938_4044483	GerE
Ga0573226_01_4044575_4045828	UxuA
Ga0573226_01_4045943_4046623	FCD
Ga0573226_01_4046658_4047638	DctP
Ga0573226_01_4047706_4048257	DctQ
Ga0573226_01_4048259_4049539	DctM
Ga0573226_01_4049943_4051472	AMPbinding
Ga0573226_01_4051469_4052272	adh_short
Ga0573226_01_4053599_4054063	adh_short
Ga0573226_01_4054423_4055226	HTH_21
Ga0573226_01_4055259_4055525	HTH_Tnp_1
Ga0573226_01_4055751_4056734	ABC_tran
Ga0573226_01_4056741_4057565	BPD_transp_1
Ga0573226_01_4057562_4058422	BPD_transp_1
Ga0573226_01_4058485_4059765	SBP_bac_1
Ga0573226_01_4059793_4062060	Bac_rhamnosid
Ga0573226_01_4062237_4063262	LacI
Ga0573226_01_4066644_4067453	7TMRDISMED2
Ga0573226_01_4067523_4067987	DUF1348
Ga0573226_01_4068063_4068611	CMD
Ga0573226_01_4068803_4069372	TetR_N
Ga0573226_01_4073590_4074672	Abi
Ga0573226_01_4074995_4076521	B12binding
Ga0573226_01_4076983_4077780	DUF1194
Ga0573226_01_4078222_4079187	Epimerase
Ga0573226_01_4079518_4080291	adh_short
Ga0573226_01_4080492_4081058	Hemerythrin
Ga0573226_01_4081067_4082113	GST_C_2
Ga0573226_01_4082103_4083371	BatD
Ga0573226_01_4083368_4084885	TPR_1
Ga0573226_01_4084882_4085871	VWA
Ga0573226_01_4085868_4086344	DUF4381
Ga0573226_01_4086341_4087327	DUF58
Ga0573226_01_4087340_4088338	AAA_3
Ga0573226_01_4088369_4090066	Phosphodiest
Ga0573226_01_4090176_4091777	DUF4994
Ga0573226_01_4092350_4095670	
Ga0573226_01_4095812_4096498	HTH_18
Ga0573226_01_4096450_4096845	Glyoxalase
Ga0573226_01_4097184_4097798	TetR_N
Ga0573226_01_4097907_4098335	Glyoxalase
Ga0573226_01_4098507_4099001	
Ga0573226_01_4099176_4100615	
Ga0573226_01_4100653_4101579	
Ga0573226_01_4101608_4102813	
Ga0573226_01_4103204_4105618	DUF3772
Ga0573226_01_4105625_4106557	Indigoidine_A
Ga0573226_01_4106667_4107590	HTH_24
Ga0573226_01_4107756_4108250	PEGA
Ga0573226_01_4108554_4109366	HTH_26
Ga0573226_01_4109501_4111522	PepX_C
Ga0573226_01_4111705_4113297	SBP_bac_5
Ga0573226_01_4117075_4117929	HTH_21
Ga0573226_01_4117926_4118204	HTH_Tnp_1
Ga0573226_01_4119064_4119996	GO:0005622
Ga0573226_01_4120224_4121294	GO:0003824
Ga0573226_01_4121577_4124234	DHHA1
Ga0573226_01_4124293_4125258	GO:0005488
Ga0573226_01_4125679_4127019	Ion_trans
Ga0573226_01_4127162_4127635	GO:0003674
Ga0573226_01_4127693_4128388	Asp_Glu_race
Ga0573226_01_4128464_4129021	
Ga0573226_01_4129134_4130129	Arabinose_bd
Ga0573226_01_4130139_4130771	GST_C
Ga0573226_01_4130768_4131574	UPF0014
Ga0573226_01_4131571_4132179	ABC_tran
Ga0573226_01_4132321_4133538	Iso_dh
Ga0573226_01_4134841_4135305	Rrf2
Ga0573226_01_4135438_4136865	MFS_1
Ga0573226_01_4138437_4141502	AAA_16
Ga0573226_01_4141969_4144065	EAL
Ga0573226_01_4144949_4145650	HAD_2
Ga0573226_01_4145847_4146332	YHS
Ga0573226_01_4146544_4146915	SPW
Ga0573226_01_4147095_4148045	Cupin_6
Ga0573226_01_4148105_4148557	
Ga0573226_01_4148554_4149150	TetR_N
Ga0573226_01_4149620_4151770	Trypsin_2
Ga0573226_01_4151882_4154098	IDH
Ga0573226_01_4156091_4156705	
Ga0573226_01_4156762_4157190	DUF2267
Ga0573226_01_4157349_4158158	DUF559
Ga0573226_01_4158372_4159175	Asp_Glu_race
Ga0573226_01_4159903_4161699	GO:0003676
Ga0573226_01_4162178_4162795	Ribosomal_S4
Ga0573226_01_4162901_4163296	Cupin_2
Ga0573226_01_4163330_4163968	F420_oxidored
Ga0573226_01_4164020_4164781	CMD
Ga0573226_01_4164891_4165820	HTH_1
Ga0573226_01_4165976_4166995	GSDH
Ga0573226_01_4166976_4167434	Cupin_2
Ga0573226_01_4167713_4168168	Cyclophil_like
Ga0573226_01_4168257_4169009	adh_short
Ga0573226_01_4169440_4169928	Gmad2
Ga0573226_01_4170106_4171080	NMT1_3
Ga0573226_01_4171097_4173229	DctM
Ga0573226_01_4173231_4174889	DUF4976
Ga0573226_01_4174994_4175896	HTH_1
Ga0573226_01_4176062_4177003	ATP_bind_3
Ga0573226_01_4177190_4178998	Amidohydro_3
Ga0573226_01_4179288_4179953	YkuD
Ga0573226_01_4179961_4180425	DUF411
Ga0573226_01_4181454_4183010	Guanylate_cyc
Ga0573226_01_4183034_4183315	
Ga0573226_01_4184523_4184858	Glutaredoxin
Ga0573226_01_4184962_4185195	BolA
Ga0573226_01_4185240_4187438	AIRS
Ga0573226_01_4187569_4188534	Na_Ca_ex
Ga0573226_01_4188715_4189203	MarR_2
Ga0573226_01_4189419_4190069	Methyltransf_11
Ga0573226_01_4190233_4190682	
Ga0573226_01_4190800_4192305	Aminotran_1_2
Ga0573226_01_4192932_4193300	Glyoxalase
Ga0573226_01_4193521_4194057	AhpCTSA
Ga0573226_01_4194168_4194971	Cupin_6
Ga0573226_01_4195661_4195912	GO:0005622
Ga0573226_01_4195936_4196601	GATase_5
Ga0573226_01_4196737_4196976	PurS
Ga0573226_01_4197087_4197626	
Ga0573226_01_4199116_4199880	SAICAR_synt
Ga0573226_01_4200199_4200522	DUF1476
Ga0573226_01_4200798_4201577	HpcH_HpaI
Ga0573226_01_4201750_4202304	Ser_hydrolase
Ga0573226_01_4202410_4202889	BA14K
Ga0573226_01_4202990_4203739	GO:0003824
Ga0573226_01_4203879_4205207	ADSL_C
Ga0573226_01_4205369_4205851	NUDIX
Ga0573226_01_4205844_4206389	AAA_18
Ga0573226_01_4206440_4208050	AA_permease_2
Ga0573226_01_4208561_4208857	GO:0003824
Ga0573226_01_4209142_4209813	Ribul_P_3_epim
Ga0573226_01_4209935_4210678	DUF2259
Ga0573226_01_4210754_4211719	SBF
Ga0573226_01_4211826_4213094	DAO
Ga0573226_01_4213818_4214381	GerE
Ga0573226_01_4214463_4214942	AsnC_trans_reg
Ga0573226_01_4215090_4218611	POR
Ga0573226_01_4219387_4220472	DUF2336
Ga0573226_01_4220626_4223007	MS_channel
Ga0573226_01_4223431_4224000	
Ga0573226_01_4224053_4225159	
Ga0573226_01_4225165_4226040	F5_F8_type_C
Ga0573226_01_4226302_4227504	MFS_1
Ga0573226_01_4229158_4230498	ADSL_C
Ga0573226_01_4230508_4231590	ABC_tran
Ga0573226_01_4231594_4232478	BPD_transp_1
Ga0573226_01_4232488_4233354	BPD_transp_1
Ga0573226_01_4233417_4234631	SBP_bac_1
Ga0573226_01_4234732_4235856	GntR
Ga0573226_01_4236384_4237667	AP_endonuc_2
Ga0573226_01_4237885_4239987	Aldolase_II
Ga0573226_01_4240172_4240978	DeoRC
Ga0573226_01_4241120_4242112	Peripla_BP_4
Ga0573226_01_4242206_4243765	ABC_tran
Ga0573226_01_4243762_4244745	BPD_transp_2
Ga0573226_01_4244742_4245758	BPD_transp_2
Ga0573226_01_4245763_4246077	rhaM
Ga0573226_01_4246084_4247472	FGGY_N
Ga0573226_01_4247665_4248675	GO:0003824
Ga0573226_01_4248677_4249588	GO:0000097
Ga0573226_01_4250065_4253793	B12binding
Ga0573226_01_4254280_4254921	GO:0003676
Ga0573226_01_4255397_4256086	HTH_20
Ga0573226_01_4256166_4256498	NIPSNAP
Ga0573226_01_4256495_4256839	ABM
Ga0573226_01_4256843_4257763	EamA
Ga0573226_01_4257760_4258182	Cupin_2
Ga0573226_01_4258218_4259666	HAMP
Ga0573226_01_4259663_4260391	Response_reg
Ga0573226_01_4260626_4261660	EFhand_5
Ga0573226_01_4262404_4263405	
Ga0573226_01_4263532_4264440	Peripla_BP_2
Ga0573226_01_4264534_4265523	FecCD
Ga0573226_01_4265523_4266542	FecCD
Ga0573226_01_4266535_4267335	ABC_tran
Ga0573226_01_4267526_4268209	FCD
Ga0573226_01_4268380_4269021	Isochorismatase
Ga0573226_01_4269018_4269512	Ribonuc_LPSP
Ga0573226_01_4269629_4271092	Exosortase_EpsH
Ga0573226_01_4271111_4273333	VIT
Ga0573226_01_4273398_4274108	Response_reg
Ga0573226_01_4274116_4275726	HAMP
Ga0573226_01_4275744_4276643	GO:0003824
Ga0573226_01_4276815_4277435	GST_C
Ga0573226_01_4277509_4279161	FAD_binding_6
Ga0573226_01_4279572_4280522	DEDD_Tnp_IS110
Ga0573226_01_4280585_4280965	Glyoxalase
Ga0573226_01_4281592_4282722	Orn_Arg_deC_N
Ga0573226_01_4282735_4283286	Acetyltransf_1
Ga0573226_01_4283555_4285561	Sacchrp_dh_C
Ga0573226_01_4285827_4286159	
Ga0573226_01_4286452_4287477	Dimerisation2
Ga0573226_01_4287494_4289308	Guanylate_cyc
Ga0573226_01_4289462_4291045	STAS
Ga0573226_01_4291675_4292418	SBP_bac_3
Ga0573226_01_4292694_4294478	Band_7
Ga0573226_01_4294651_4295829	Aminotran_1_2
Ga0573226_01_4295868_4296896	Asparaginase_II
Ga0573226_01_4297057_4297506	Acetyltransf_10
Ga0573226_01_4297519_4298325	Amidinotransf
Ga0573226_01_4298491_4299774	Beta_helix
Ga0573226_01_4300041_4300514	YHS
Ga0573226_01_4300720_4301298	TetR_N
Ga0573226_01_4301496_4302107	Peptidase_C15
Ga0573226_01_4302104_4303102	ArgK
Ga0573226_01_4303278_4304315	PhyH
Ga0573226_01_4305458_4306048	DUF1131
Ga0573226_01_4306197_4306778	Lysine_decarbox
Ga0573226_01_4306834_4308222	M20_dimer
Ga0573226_01_4308367_4310283	MS_channel
Ga0573226_01_4310347_4311324	Cation_efflux
Ga0573226_01_4311334_4312893	DUF853
Ga0573226_01_4313111_4313503	DUF2780
Ga0573226_01_4313550_4313957	DUF4332
Ga0573226_01_4314055_4314756	GerE
Ga0573226_01_4315256_4317271	MM_CoA_mutase
Ga0573226_01_4317268_4319433	B12binding
Ga0573226_01_4320034_4320873	GerE
Ga0573226_01_4320878_4322452	HATPase_c
Ga0573226_01_4322887_4324242	DctM
Ga0573226_01_4324247_4325581	DctQ
Ga0573226_01_4325678_4326784	DctP
Ga0573226_01_4327121_4327783	HAD_2
Ga0573226_01_4327892_4328323	Glyoxalase
Ga0573226_01_4328608_4329465	Aminotran_4
Ga0573226_01_4329482_4330660	MFS_4
Ga0573226_01_4331448_4332047	Sod_Fe_C
Ga0573226_01_4332247_4332708	GO:0005623
Ga0573226_01_4332749_4333681	Cytochrom_C
Ga0573226_01_4333715_4334206	Acetyltransf_1
Ga0573226_01_4334412_4334786	Ribonuc_LPSP
Ga0573226_01_4334804_4335022	DUF2798
Ga0573226_01_4335028_4335336	ABM
Ga0573226_01_4335437_4336351	HTH_1
Ga0573226_01_4336348_4336734	
Ga0573226_01_4336934_4338526	GO:0003824
Ga0573226_01_4338654_4340738	Peptidase_S9
Ga0573226_01_4340949_4341440	Cupin_2
Ga0573226_01_4342084_4342488	DUF1636
Ga0573226_01_4342485_4343258	ABC_tran
Ga0573226_01_4343274_4344209	Peripla_BP_2
Ga0573226_01_4344213_4345310	FecCD
Ga0573226_01_4345267_4346511	MFS_1
Ga0573226_01_4346650_4347516	NAD_binding_10
Ga0573226_01_4347655_4348095	HxlR
Ga0573226_01_4348102_4348905	HTH_3
Ga0573226_01_4349007_4349399	MAPEG
Ga0573226_01_4349408_4350154	SBP_bac_3
Ga0573226_01_4350327_4350776	SelR
Ga0573226_01_4351038_4352015	GO:0005215
Ga0573226_01_4352430_4354817	DUF4040
Ga0573226_01_4354817_4355236	MnhB
Ga0573226_01_4355236_4355613	GO:0005215
Ga0573226_01_4355619_4357208	Proton_antipo_M
Ga0573226_01_4357205_4357681	MNHE
Ga0573226_01_4357678_4358034	MrpF_PhaF
Ga0573226_01_4358031_4358375	PhaG_MnhG_YufB
Ga0573226_01_4358693_4359109	ROS_MUCR
Ga0573226_01_4359283_4359714	SufE
Ga0573226_01_4360017_4360694	GO:0005623
Ga0573226_01_4360825_4362480	HATPase_c
Ga0573226_01_4362488_4363252	PG_binding_1
Ga0573226_01_4363331_4363705	DUF1491
Ga0573226_01_4363742_4364899	DUF2336
Ga0573226_01_4365366_4366229	
Ga0573226_01_4366896_4367456	DUF1254
Ga0573226_01_4367453_4368133	DUF1214
Ga0573226_01_4368130_4370334	Transgly
Ga0573226_01_4370553_4371026	CxxCxxCC
Ga0573226_01_4371072_4371692	TetR_N
Ga0573226_01_4371815_4372393	GO:0005623
Ga0573226_01_4372407_4373891	SBP_bac_3
Ga0573226_01_4374107_4375111	Peptidase_S58
Ga0573226_01_4375164_4375691	Flavin_Reduct
Ga0573226_01_4375931_4377034	Peripla_BP_6
Ga0573226_01_4377127_4377741	YceI
Ga0573226_01_4378016_4378537	YkuD
Ga0573226_01_4379809_4380423	Ferric_reduct
