gene_ID	GOs				
Ga0573226_01_3461631_3462209					
Ga0573226_01_3462307_3463416					
Ga0573226_01_3463714_3465264					
Ga0573226_01_3465288_3467273	GO:0005575;GO:0005622;GO:0005623;GO:0006950;GO:0006974;GO:0007154;GO:0008150;GO:0009380;GO:0009432;GO:0009605;GO:0009987;GO:0009991;GO:0031668;GO:0032991;GO:0033554;GO:0044424;GO:0044464;GO:0050896;GO:0051716;GO:0071496;GO:1902494;GO:1905347;GO:1905348;GO:1990391				
Ga0573226_01_3467342_3468361					
Ga0573226_01_3468729_3469397	GO:0005575;GO:0005623;GO:0009279;GO:0016020;GO:0019867;GO:0030312;GO:0030313;GO:0031975;GO:0044462;GO:0044464;GO:0071944				
Ga0573226_01_3469495_3471087					
Ga0573226_01_3471092_3471904					
Ga0573226_01_3471988_3473001					
Ga0573226_01_3473219_3473932					
Ga0573226_01_3473948_3475741					
Ga0573226_01_3475801_3476610					
Ga0573226_01_3476658_3477311					
Ga0573226_01_3477359_3478015					
Ga0573226_01_3478041_3478487					
Ga0573226_01_3478584_3479432	GO:0000154;GO:0001510;GO:0003674;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006139;GO:0006364;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008168;GO:0008170;GO:0008173;GO:0008649;GO:0008757;GO:0008988;GO:0009451;GO:0009987;GO:0010467;GO:0015976;GO:0016070;GO:0016072;GO:0016433;GO:0016740;GO:0016741;GO:0022613;GO:0031167;GO:0032259;GO:0034470;GO:0034641;GO:0034660;GO:0036307;GO:0042254;GO:0043170;GO:0043412;GO:0043414;GO:0044085;GO:0044237;GO:0044238;GO:0044260;GO:0044424;GO:0044444;GO:0044464;GO:0046483;GO:0070475;GO:0071704;GO:0071840;GO:0090304;GO:0140098;GO:0140102;GO:1901360				
Ga0573226_01_3479429_3479953					
Ga0573226_01_3481169_3482266					
Ga0573226_01_3482447_3483142	GO:0003674;GO:0003824;GO:0004416;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006081;GO:0006082;GO:0006089;GO:0008150;GO:0008152;GO:0009056;GO:0009438;GO:0009987;GO:0016787;GO:0016788;GO:0016790;GO:0019243;GO:0019752;GO:0032787;GO:0042180;GO:0042182;GO:0043436;GO:0044237;GO:0044248;GO:0044281;GO:0044282;GO:0044424;GO:0044444;GO:0044464;GO:0046185;GO:0051596;GO:0061727;GO:0071704;GO:1901575;GO:1901615				
Ga0573226_01_3483162_3484166					
Ga0573226_01_3484382_3484741					
Ga0573226_01_3484779_3486152					
Ga0573226_01_3486149_3486715					
Ga0573226_01_3487008_3487310					
Ga0573226_01_3487490_3488503					
Ga0573226_01_3488500_3489642					
Ga0573226_01_3489649_3490263					
Ga0573226_01_3490442_3491932					
Ga0573226_01_3493015_3493371					
Ga0573226_01_3493636_3494841					
Ga0573226_01_3495025_3496227					
Ga0573226_01_3497127_3497414					
Ga0573226_01_3497831_3498781					
Ga0573226_01_3499473_3500528					
Ga0573226_01_3501114_3502475					
Ga0573226_01_3502563_3505547					
Ga0573226_01_3508382_3508750					
Ga0573226_01_3509086_3509988					
Ga0573226_01_3510079_3511596					
Ga0573226_01_3511809_3513383					
Ga0573226_01_3513579_3514055					
Ga0573226_01_3514009_3514404					
Ga0573226_01_3514433_3516955					
Ga0573226_01_3517241_3517978					
Ga0573226_01_3518083_3518382					
Ga0573226_01_3518428_3519321					
Ga0573226_01_3519314_3520273					
Ga0573226_01_3520776_3521186					
Ga0573226_01_3522622_3523752					
Ga0573226_01_3523785_3525521					
Ga0573226_01_3526015_3527214					
Ga0573226_01_3527402_3528004					
Ga0573226_01_3528106_3528585					
Ga0573226_01_3528659_3530092					
Ga0573226_01_3530097_3530606					
Ga0573226_01_3530599_3531447					
Ga0573226_01_3531440_3532282					
Ga0573226_01_3532279_3533322					
Ga0573226_01_3533335_3534486					
Ga0573226_01_3534721_3535473					
Ga0573226_01_3535541_3536953					
Ga0573226_01_3538078_3540141					
Ga0573226_01_3540295_3541257					
Ga0573226_01_3541708_3542604					
Ga0573226_01_3542637_3543605					
Ga0573226_01_3543659_3544657					
Ga0573226_01_3544869_3545336	GO:0001101;GO:0003674;GO:0003676;GO:0003677;GO:0003700;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006082;GO:0006355;GO:0006520;GO:0006522;GO:0006524;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009078;GO:0009080;GO:0009889;GO:0009987;GO:0010033;GO:0010243;GO:0010468;GO:0010556;GO:0016054;GO:0019219;GO:0019222;GO:0019752;GO:0031323;GO:0031326;GO:0042221;GO:0043200;GO:0043201;GO:0043436;GO:0043565;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0044424;GO:0044444;GO:0044464;GO:0046395;GO:0050789;GO:0050794;GO:0050896;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0097159;GO:0140110;GO:1901363;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606;GO:1901698;GO:1901700;GO:1903506;GO:2000112;GO:2001141				
Ga0573226_01_3545939_3546412					
Ga0573226_01_3546535_3549897					
Ga0573226_01_3550070_3550348					
Ga0573226_01_3551154_3551591					
Ga0573226_01_3552109_3553290	GO:0000050;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005951;GO:0006082;GO:0006520;GO:0006525;GO:0006526;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009064;GO:0009084;GO:0009987;GO:0016053;GO:0019627;GO:0019752;GO:0032991;GO:0034641;GO:0043436;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046394;GO:0071704;GO:0071941;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607;GO:1902494				
Ga0573226_01_3553523_3554035					
Ga0573226_01_3554207_3556147					
Ga0573226_01_3556595_3558589					
Ga0573226_01_3558734_3559933					
Ga0573226_01_3560248_3562779					
Ga0573226_01_3563793_3565250					
Ga0573226_01_3568513_3569058					
Ga0573226_01_3569345_3570499					
Ga0573226_01_3571489_3571929					
Ga0573226_01_3572297_3572899					
Ga0573226_01_3572902_3573783					
Ga0573226_01_3573780_3574469					
Ga0573226_01_3574787_3575974					
Ga0573226_01_3576066_3577760					
Ga0573226_01_3578239_3578565					
Ga0573226_01_3578644_3579126					
Ga0573226_01_3579927_3581819					
Ga0573226_01_3581838_3583112					
Ga0573226_01_3583109_3583642					
Ga0573226_01_3583700_3584707					
Ga0573226_01_3584727_3585611					
Ga0573226_01_3585855_3586448					
Ga0573226_01_3586815_3587141					
Ga0573226_01_3587138_3588241					
Ga0573226_01_3588252_3589103					
Ga0573226_01_3589218_3589907					
Ga0573226_01_3590084_3591181					
Ga0573226_01_3591187_3591690					
Ga0573226_01_3592058_3592645					
Ga0573226_01_3592796_3593554	GO:0005575;GO:0005623;GO:0042597;GO:0044464				
Ga0573226_01_3598751_3599818					
Ga0573226_01_3600366_3601397					
Ga0573226_01_3601561_3603435					
Ga0573226_01_3603501_3605510					
Ga0573226_01_3605558_3607243					
Ga0573226_01_3607350_3607928					
Ga0573226_01_3607921_3610872					
Ga0573226_01_3610869_3611165					
Ga0573226_01_3611177_3612448					
Ga0573226_01_3612833_3614053					
Ga0573226_01_3614066_3614674					
Ga0573226_01_3614674_3615327					
Ga0573226_01_3615327_3616142					
Ga0573226_01_3616135_3617334					
Ga0573226_01_3617337_3618680					
Ga0573226_01_3618852_3619886					
Ga0573226_01_3619905_3620153					
Ga0573226_01_3620150_3620335					
Ga0573226_01_3620419_3620940					
Ga0573226_01_3621022_3621861					
Ga0573226_01_3621984_3622439					
Ga0573226_01_3623002_3623736					
Ga0573226_01_3623830_3624951					
Ga0573226_01_3625023_3626588					
Ga0573226_01_3626585_3627610					
Ga0573226_01_3627620_3628621					
Ga0573226_01_3629315_3629575					
Ga0573226_01_3629588_3631372					
Ga0573226_01_3631480_3633309					
Ga0573226_01_3633367_3633888					
Ga0573226_01_3633888_3635300					
Ga0573226_01_3636346_3637089					
Ga0573226_01_3637655_3638224					
Ga0573226_01_3638434_3639948					
Ga0573226_01_3639973_3641847					
Ga0573226_01_3641844_3642356					
Ga0573226_01_3642483_3643184					
Ga0573226_01_3643505_3643807					
Ga0573226_01_3644011_3644742					
Ga0573226_01_3644835_3646259					
Ga0573226_01_3646256_3647020					
Ga0573226_01_3647023_3647940					
Ga0573226_01_3648054_3648836					
Ga0573226_01_3648836_3650863					
Ga0573226_01_3650867_3652027					
Ga0573226_01_3652147_3653046					
Ga0573226_01_3653622_3654356					
Ga0573226_01_3656349_3656642					
Ga0573226_01_3656670_3657206					
Ga0573226_01_3657203_3658426					
Ga0573226_01_3658501_3659028					
Ga0573226_01_3659038_3659556					
Ga0573226_01_3659568_3660083					
Ga0573226_01_3660631_3665883					
Ga0573226_01_3667042_3668622					
Ga0573226_01_3669169_3670953					
Ga0573226_01_3671094_3672032					
Ga0573226_01_3672169_3672567					
Ga0573226_01_3675906_3677612					
Ga0573226_01_3677916_3678791					
Ga0573226_01_3679616_3680518					
Ga0573226_01_3680695_3681732					
Ga0573226_01_3682775_3685207	GO:0005575;GO:0005623;GO:0009986;GO:0044464				
Ga0573226_01_3685210_3685710	GO:0005575;GO:0005623;GO:0009986;GO:0044464				
Ga0573226_01_3687345_3689318					
Ga0573226_01_3689520_3690254					
Ga0573226_01_3690541_3691005					
Ga0573226_01_3692010_3692609					
Ga0573226_01_3693358_3694503					
Ga0573226_01_3694510_3695136					
Ga0573226_01_3695228_3696004					
Ga0573226_01_3696076_3697296					
Ga0573226_01_3697393_3697827					
Ga0573226_01_3697990_3698790					
Ga0573226_01_3699130_3699750					
Ga0573226_01_3699787_3700686					
Ga0573226_01_3700966_3702720					
Ga0573226_01_3703016_3706606					
Ga0573226_01_3706918_3708372					
Ga0573226_01_3708592_3709587					
Ga0573226_01_3709865_3710422					
Ga0573226_01_3710422_3711726					
Ga0573226_01_3711849_3712385					
Ga0573226_01_3712449_3713213	GO:0000166;GO:0003674;GO:0003824;GO:0005488;GO:0008150;GO:0008152;GO:0009987;GO:0010035;GO:0010038;GO:0010181;GO:0016043;GO:0016491;GO:0016645;GO:0016646;GO:0022607;GO:0032553;GO:0036094;GO:0042221;GO:0043167;GO:0043168;GO:0043933;GO:0044085;GO:0048037;GO:0050662;GO:0050896;GO:0051259;GO:0051260;GO:0051262;GO:0051289;GO:0052873;GO:0055114;GO:0065003;GO:0071840;GO:0097159;GO:0097367;GO:1901265;GO:1901363				
Ga0573226_01_3713206_3713946					
Ga0573226_01_3713959_3716178					
Ga0573226_01_3716422_3717114	GO:0000270;GO:0003674;GO:0003824;GO:0005488;GO:0005575;GO:0006022;GO:0006026;GO:0006027;GO:0006807;GO:0008150;GO:0008152;GO:0008270;GO:0008745;GO:0009056;GO:0009057;GO:0009253;GO:0009254;GO:0009392;GO:0016020;GO:0016787;GO:0016810;GO:0016811;GO:0019867;GO:0030203;GO:0043167;GO:0043169;GO:0043170;GO:0046872;GO:0046914;GO:0061783;GO:0071704;GO:1901135;GO:1901136;GO:1901564;GO:1901565;GO:1901575				
Ga0573226_01_3717111_3717881					
Ga0573226_01_3718255_3718938					
Ga0573226_01_3719026_3719700					
Ga0573226_01_3719783_3721255					
Ga0573226_01_3721346_3723031					
Ga0573226_01_3723043_3723645					
Ga0573226_01_3723973_3724782					
Ga0573226_01_3724779_3725417					
Ga0573226_01_3725476_3726204					
Ga0573226_01_3726726_3728213					
Ga0573226_01_3728241_3728687					
Ga0573226_01_3728851_3729849					
Ga0573226_01_3730047_3732641					
Ga0573226_01_3733314_3733781	GO:0000154;GO:0001510;GO:0003674;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006139;GO:0006364;GO:0006396;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008168;GO:0008170;GO:0008173;GO:0008649;GO:0008757;GO:0009451;GO:0009987;GO:0010467;GO:0016070;GO:0016072;GO:0016434;GO:0016740;GO:0016741;GO:0022613;GO:0031167;GO:0032259;GO:0034470;GO:0034641;GO:0034660;GO:0042254;GO:0043170;GO:0043412;GO:0043414;GO:0044085;GO:0044237;GO:0044238;GO:0044260;GO:0044424;GO:0044464;GO:0046483;GO:0070475;GO:0071424;GO:0071704;GO:0071840;GO:0090304;GO:0140098;GO:0140102;GO:1901360				
Ga0573226_01_3733778_3734818					
Ga0573226_01_3734821_3735174					
Ga0573226_01_3735185_3736897					
Ga0573226_01_3736995_3738464					
Ga0573226_01_3738461_3739891					
Ga0573226_01_3739902_3740987					
Ga0573226_01_3740991_3742391					
Ga0573226_01_3742393_3743550					
Ga0573226_01_3743567_3744673					
Ga0573226_01_3744670_3746070					
Ga0573226_01_3746083_3747054					
Ga0573226_01_3747055_3747981					
Ga0573226_01_3747969_3748883					
Ga0573226_01_3748880_3750202					
Ga0573226_01_3750207_3752078					
Ga0573226_01_3752337_3753281					
Ga0573226_01_3753507_3754355					
Ga0573226_01_3754475_3756142					
Ga0573226_01_3756547_3758754					
Ga0573226_01_3758820_3760427					
Ga0573226_01_3760546_3762984					
Ga0573226_01_3763026_3763592					
Ga0573226_01_3763734_3764624					
Ga0573226_01_3764790_3764993					
Ga0573226_01_3765207_3767057					
Ga0573226_01_3767132_3768166					
Ga0573226_01_3768488_3770131					
Ga0573226_01_3770254_3770748	GO:0003674;GO:0003824;GO:0004457;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0005740;GO:0005743;GO:0006139;GO:0006163;GO:0006164;GO:0006725;GO:0006753;GO:0006754;GO:0006793;GO:0006796;GO:0006807;GO:0008150;GO:0008152;GO:0008720;GO:0009058;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009141;GO:0009142;GO:0009144;GO:0009145;GO:0009150;GO:0009152;GO:0009156;GO:0009161;GO:0009165;GO:0009167;GO:0009168;GO:0009199;GO:0009201;GO:0009205;GO:0009206;GO:0009259;GO:0009260;GO:0009987;GO:0016020;GO:0016491;GO:0016614;GO:0016616;GO:0017144;GO:0018130;GO:0019438;GO:0019637;GO:0019693;GO:0019866;GO:0031090;GO:0031966;GO:0031967;GO:0031975;GO:0034641;GO:0034654;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044422;GO:0044424;GO:0044429;GO:0044444;GO:0044446;GO:0044464;GO:0046034;GO:0046390;GO:0046483;GO:0055086;GO:0055114;GO:0071704;GO:0072521;GO:0072522;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576				
Ga0573226_01_3770877_3772301					
Ga0573226_01_3772495_3776337					
Ga0573226_01_3776346_3776567					
Ga0573226_01_3776574_3776783					
Ga0573226_01_3776811_3777389					
Ga0573226_01_3778087_3778881					
Ga0573226_01_3778895_3780283					
Ga0573226_01_3780445_3781515					
Ga0573226_01_3781883_3783232					
Ga0573226_01_3783293_3783973					
Ga0573226_01_3783970_3784344					
Ga0573226_01_3784506_3785027	GO:0003674;GO:0003824;GO:0006464;GO:0006473;GO:0006807;GO:0008150;GO:0008152;GO:0009987;GO:0016740;GO:0016746;GO:0016747;GO:0019538;GO:0036211;GO:0043170;GO:0043412;GO:0043543;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0071704;GO:1901564				
Ga0573226_01_3785017_3785499					
Ga0573226_01_3785728_3786915					
Ga0573226_01_3786918_3787850					
Ga0573226_01_3787847_3788032	GO:0003674;GO:0003824;GO:0004175;GO:0004252;GO:0005575;GO:0005623;GO:0006508;GO:0006807;GO:0008150;GO:0008152;GO:0008233;GO:0008236;GO:0016787;GO:0017171;GO:0019538;GO:0030288;GO:0030313;GO:0031975;GO:0042597;GO:0043170;GO:0044238;GO:0044464;GO:0070011;GO:0071704;GO:0140096;GO:1901564				
Ga0573226_01_3788176_3789663					
Ga0573226_01_3789894_3790784	GO:0003674;GO:0003824;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0009451;GO:0009987;GO:0010467;GO:0016070;GO:0016740;GO:0016765;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0046483;GO:0052381;GO:0071704;GO:0090304;GO:0140098;GO:0140101;GO:1901360				
Ga0573226_01_3790795_3791733					
Ga0573226_01_3791942_3792481					
Ga0573226_01_3792676_3794529					
Ga0573226_01_3795241_3795642					
Ga0573226_01_3801411_3802967					
Ga0573226_01_3803410_3804117					
Ga0573226_01_3804505_3804996					
Ga0573226_01_3804993_3805331					
Ga0573226_01_3805475_3806122					
Ga0573226_01_3806179_3807090					
Ga0573226_01_3807333_3808484					
Ga0573226_01_3808558_3809460	GO:0005575;GO:0005623;GO:0005886;GO:0008150;GO:0009314;GO:0009628;GO:0010165;GO:0010212;GO:0016020;GO:0044464;GO:0050896;GO:0071944				
Ga0573226_01_3809701_3810624					
Ga0573226_01_3810629_3811105	GO:0005575;GO:0005623;GO:0005886;GO:0016020;GO:0044464;GO:0071944				
Ga0573226_01_3811124_3811885					
Ga0573226_01_3811914_3812804					
Ga0573226_01_3812841_3813986					
Ga0573226_01_3816130_3817149					
Ga0573226_01_3817251_3817901					
Ga0573226_01_3818179_3818619					
Ga0573226_01_3821745_3822644					
Ga0573226_01_3822813_3823943					
Ga0573226_01_3823940_3824707					
Ga0573226_01_3825324_3825917					
Ga0573226_01_3826231_3826581	GO:0005575;GO:0016020				
Ga0573226_01_3827471_3829225	GO:0000271;GO:0005575;GO:0005623;GO:0005975;GO:0005976;GO:0006073;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009250;GO:0009987;GO:0016051;GO:0030288;GO:0030313;GO:0031975;GO:0033692;GO:0034637;GO:0034645;GO:0042597;GO:0043170;GO:0044042;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044262;GO:0044264;GO:0044464;GO:0051273;GO:0051274;GO:0071704;GO:1901576				
Ga0573226_01_3829547_3831139					
Ga0573226_01_3831342_3832436					
Ga0573226_01_3832677_3834161					
Ga0573226_01_3834165_3834650					
Ga0573226_01_3834668_3834955					
Ga0573226_01_3835127_3835711					
Ga0573226_01_3835866_3836360					
Ga0573226_01_3836747_3837544					
Ga0573226_01_3838101_3838715					
Ga0573226_01_3839368_3840384					
Ga0573226_01_3840541_3841005					
Ga0573226_01_3841002_3841541					
Ga0573226_01_3841608_3842231					
Ga0573226_01_3842292_3842876					
Ga0573226_01_3842877_3843626					
Ga0573226_01_3843778_3844953					
Ga0573226_01_3844958_3845620					
Ga0573226_01_3845675_3846631					
Ga0573226_01_3846818_3847579					
Ga0573226_01_3848524_3849453					
Ga0573226_01_3849463_3850023					
Ga0573226_01_3850013_3850465					
Ga0573226_01_3850559_3851044					
Ga0573226_01_3851438_3852697					
Ga0573226_01_3853210_3854271					
Ga0573226_01_3854501_3854923					
Ga0573226_01_3856162_3856686					
Ga0573226_01_3858151_3858882					
Ga0573226_01_3859517_3859978					
Ga0573226_01_3859975_3860868					
Ga0573226_01_3860957_3861919					
Ga0573226_01_3862205_3863191					
Ga0573226_01_3863272_3864879					
Ga0573226_01_3865029_3865253	GO:0003674;GO:0003824;GO:0004617;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006082;GO:0006520;GO:0006563;GO:0006564;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0016491;GO:0016597;GO:0016614;GO:0016616;GO:0019752;GO:0031406;GO:0036094;GO:0042802;GO:0043167;GO:0043168;GO:0043169;GO:0043177;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0044424;GO:0044444;GO:0044464;GO:0046394;GO:0047545;GO:0055114;GO:0070905;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607				
Ga0573226_01_3865332_3866576					
Ga0573226_01_3866720_3867052					
Ga0573226_01_3867110_3867556					
Ga0573226_01_3867553_3868038					
Ga0573226_01_3868328_3869152					
Ga0573226_01_3869236_3870186					
Ga0573226_01_3870845_3871417					
Ga0573226_01_3871444_3873219					
Ga0573226_01_3875826_3876776					
Ga0573226_01_3876993_3878006					
Ga0573226_01_3878015_3879340					
Ga0573226_01_3879337_3880056					
Ga0573226_01_3880205_3880666					
Ga0573226_01_3880682_3882883					
Ga0573226_01_3882883_3883875					
Ga0573226_01_3883900_3885177					
Ga0573226_01_3885973_3887307					
Ga0573226_01_3887282_3887809					
Ga0573226_01_3888148_3888975					
Ga0573226_01_3889105_3889692	GO:0000976;GO:0001067;GO:0001130;GO:0001216;GO:0003674;GO:0003676;GO:0003677;GO:0003690;GO:0003700;GO:0003824;GO:0003950;GO:0005488;GO:0005575;GO:0006139;GO:0006351;GO:0006355;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009890;GO:0009891;GO:0009892;GO:0009893;GO:0009987;GO:0010467;GO:0010468;GO:0010556;GO:0010557;GO:0010604;GO:0010628;GO:0016070;GO:0016740;GO:0016757;GO:0016763;GO:0018130;GO:0019219;GO:0019222;GO:0019438;GO:0030162;GO:0031323;GO:0031325;GO:0031326;GO:0031328;GO:0032268;GO:0032270;GO:0032774;GO:0032991;GO:0032993;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0043455;GO:0043565;GO:0044212;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0045862;GO:0045893;GO:0045935;GO:0046483;GO:0048518;GO:0048519;GO:0048522;GO:0050789;GO:0050794;GO:0051171;GO:0051173;GO:0051246;GO:0051247;GO:0051252;GO:0051254;GO:0060255;GO:0065007;GO:0071704;GO:0080090;GO:0090304;GO:0097159;GO:0097659;GO:0140110;GO:1900376;GO:1900377;GO:1901360;GO:1901362;GO:1901363;GO:1901576;GO:1902680;GO:1903506;GO:1903508;GO:1990837;GO:2000112;GO:2001141				
Ga0573226_01_3890010_3890909					
Ga0573226_01_3891016_3891444					
Ga0573226_01_3891496_3892497					
Ga0573226_01_3892486_3893376					
Ga0573226_01_3894071_3894541					
Ga0573226_01_3894724_3895863					
Ga0573226_01_3896982_3897254					
Ga0573226_01_3897610_3897879					
Ga0573226_01_3897928_3898197					
Ga0573226_01_3898461_3898730	GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0044424;GO:0044464				
Ga0573226_01_3898964_3900586					
Ga0573226_01_3900739_3901530					
Ga0573226_01_3901832_3902455	GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0044424;GO:0044464				
Ga0573226_01_3902486_3903124	GO:0003674;GO:0003824;GO:0004456;GO:0005975;GO:0006082;GO:0008150;GO:0008152;GO:0009056;GO:0009987;GO:0016052;GO:0016054;GO:0016829;GO:0016835;GO:0016836;GO:0019520;GO:0019521;GO:0019752;GO:0032787;GO:0043436;GO:0044237;GO:0044238;GO:0044248;GO:0044262;GO:0044275;GO:0044281;GO:0044282;GO:0046176;GO:0046177;GO:0046395;GO:0071704;GO:0072329;GO:1901575				
Ga0573226_01_3903149_3904969					
Ga0573226_01_3905105_3906580					
Ga0573226_01_3906694_3907641					
Ga0573226_01_3907724_3908497					
Ga0573226_01_3908497_3909630					
Ga0573226_01_3909661_3910677					
Ga0573226_01_3910704_3912026					
Ga0573226_01_3912499_3914220					
Ga0573226_01_3914875_3916032					
Ga0573226_01_3916337_3918007					
Ga0573226_01_3918251_3919231					
Ga0573226_01_3919432_3920019					
Ga0573226_01_3920153_3920626					
Ga0573226_01_3920711_3921616					
Ga0573226_01_3921613_3922674					
Ga0573226_01_3922733_3925108	GO:0003674;GO:0005215;GO:0005575;GO:0005623;GO:0005886;GO:0005887;GO:0006810;GO:0006855;GO:0008150;GO:0015238;GO:0015291;GO:0015638;GO:0015833;GO:0015893;GO:0016020;GO:0016021;GO:0019534;GO:0022804;GO:0022857;GO:0031224;GO:0031226;GO:0042221;GO:0042493;GO:0042884;GO:0042885;GO:0042886;GO:0042887;GO:0042891;GO:0042895;GO:0044425;GO:0044459;GO:0044464;GO:0046677;GO:0050896;GO:0051179;GO:0051234;GO:0055085;GO:0071702;GO:0071705;GO:0071944;GO:1901998;GO:1904680				
Ga0573226_01_3925185_3926198					
Ga0573226_01_3926556_3927557					
Ga0573226_01_3927587_3928000					
Ga0573226_01_3928038_3928274					
Ga0573226_01_3928361_3929281					
Ga0573226_01_3929316_3930122					
Ga0573226_01_3930124_3931227					
Ga0573226_01_3931806_3933068					
Ga0573226_01_3939345_3940124					
Ga0573226_01_3940272_3941075					
Ga0573226_01_3941072_3942121	GO:0000287;GO:0003674;GO:0003824;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006082;GO:0006464;GO:0006520;GO:0006563;GO:0006807;GO:0008144;GO:0008150;GO:0008152;GO:0008652;GO:0009056;GO:0009058;GO:0009069;GO:0009070;GO:0009987;GO:0016053;GO:0016829;GO:0016840;GO:0016841;GO:0016853;GO:0016854;GO:0016855;GO:0017144;GO:0018249;GO:0019538;GO:0019752;GO:0019842;GO:0030170;GO:0030378;GO:0030848;GO:0036094;GO:0036211;GO:0036361;GO:0042219;GO:0043167;GO:0043168;GO:0043169;GO:0043170;GO:0043412;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044281;GO:0044283;GO:0044424;GO:0044464;GO:0046394;GO:0046416;GO:0046437;GO:0046872;GO:0047661;GO:0048037;GO:0050662;GO:0070178;GO:0070179;GO:0070279;GO:0071704;GO:0097159;GO:1901363;GO:1901564;GO:1901565;GO:1901566;GO:1901575;GO:1901576;GO:1901605;GO:1901607				
Ga0573226_01_3942322_3943323					
Ga0573226_01_3943737_3944954					
Ga0573226_01_3945076_3946242	GO:0003674;GO:0003824;GO:0016853;GO:0016854;GO:0016855				
Ga0573226_01_3949336_3950319					
Ga0573226_01_3950316_3951329					
Ga0573226_01_3951453_3952601					
Ga0573226_01_3952610_3953419					
Ga0573226_01_3953430_3955424					
Ga0573226_01_3955452_3956057	GO:0005575;GO:0005623;GO:0005886;GO:0008150;GO:0016020;GO:0042221;GO:0044464;GO:0046677;GO:0050896;GO:0071944				
Ga0573226_01_3956062_3957336					
Ga0573226_01_3957333_3958010					
Ga0573226_01_3958109_3959416					
Ga0573226_01_3959421_3959930					
Ga0573226_01_3959933_3960961					
Ga0573226_01_3961125_3961658					
Ga0573226_01_3961881_3962183					
Ga0573226_01_3962449_3967944					
Ga0573226_01_3968222_3968536					
Ga0573226_01_3968789_3969151					
Ga0573226_01_3969268_3969588					
Ga0573226_01_3969765_3970991					
Ga0573226_01_3971634_3971831					
Ga0573226_01_3971882_3972706					
Ga0573226_01_3972775_3973203					
Ga0573226_01_3973555_3973782					
Ga0573226_01_3973920_3975095					
Ga0573226_01_3975179_3978271	GO:0005575;GO:0005623;GO:0005886;GO:0016020;GO:0044464;GO:0071944				
Ga0573226_01_3978426_3979472					
Ga0573226_01_3979469_3980962					
Ga0573226_01_3981036_3981560					
Ga0573226_01_3981624_3982169					
Ga0573226_01_3982187_3983032					
Ga0573226_01_3983341_3984729					
Ga0573226_01_3984803_3986656					
Ga0573226_01_3986671_3988206					
Ga0573226_01_3988302_3988604					
Ga0573226_01_3988567_3989064					
Ga0573226_01_3989156_3990649					
Ga0573226_01_3990939_3992441					
